condition,eval_cell,seed,episode,instance,success,flagged,failure_mode,regrasp,notes,source
randomized,distractors,2000,9,-,0,,contact_no_grasp,,,registered
randomized,distractors,2000,10,-,0,,contact_no_grasp,,,registered
randomized,distractors,2000,11,-,0,,timeout_other,,missed cube,registered
randomized,distractors,2000,12,-,0,,timeout_other,,missed cube,registered
randomized,distractors,2000,13,-,0,,timeout_other,,missed cube,registered
randomized,distractors,2000,14,-,0,,timeout_other,,missed cube,registered
randomized,distractors,2000,15,-,0,,timeout_other,,missed cube,registered
recovery,in_distribution,2000,1,-,1,,success_after_drop,Succeeded,"Deliberate drop, cube landed in front of it and it picked it up",registered
recovery,in_distribution,2000,2,-,0,,deliberate_drop,Failed,,registered
recovery,in_distribution,2000,3,-,1,,success_after_missed_grasp,,"bumped the cube out of place with first grasp attempt but still got it, no drop",registered
recovery,in_distribution,2000,4,-,1,,success,,,registered
recovery,in_distribution,2000,5,-,1,,success_after_drop,Succeeded,"Deliberate drop, cube landed in front of it and it picked it up",registered
recovery,in_distribution,2000,6,-,1,,success,,,registered
recovery,in_distribution,2000,7,-,1,,success,,,registered
recovery,in_distribution,2000,8,-,0,,deliberate_drop,Failed,"Cube landed in front of it but a ~2 inches to the left, it missed on attempt (note on seed one, the drops seemed a bit more erratic)",registered
recovery,in_distribution,2000,9,-,1,,success,,,registered
recovery,in_distribution,2000,10,-,1,,success_after_missed_grasp,,"bumped cube out of place a few times but picked it up, no drop",registered
recovery,in_distribution,2000,11,-,0,,deliberate_drop,Failed,,registered
recovery,in_distribution,2000,12,-,0,,deliberate_drop,Failed,"Dropped the cube, infront of it but a bit to the left, hit it with the claw twice but didn't grab it",registered
recovery,in_distribution,2000,13,-,0,,deliberate_drop,Failed,"Cube landed ~4-5 inches to the right of the claw, it went down to where it normally goes then to the right and ended by T5",registered
recovery,in_distribution,2000,14,-,0,,deliberate_drop,Succeeded,"Dropped the cube twice, it dropped it, picked it up, then dropped it again",registered
recovery,in_distribution,2000,15,-,1,,success,,,registered
recovery,new_positions,2000,1,E1,0,,no_departure,,,registered
recovery,new_positions,2000,2,E1,0,,timeout_other,,went to t6,registered
recovery,new_positions,2000,3,E1,0,,timeout_other,,went to t6 and t7,registered
recovery,new_positions,2000,4,E2,0,,no_departure,,,registered
recovery,new_positions,2000,5,E2,0,,no_departure,,,registered
recovery,new_positions,2000,6,E2,0,,no_departure,,,registered
recovery,new_positions,2000,7,E3,0,,contact_no_grasp,,"went to t6 at first then moved back and went to the cube and bumped the cube slightly, cube is in a position as if it fell",registered
recovery,new_positions,2000,8,E3,0,,timeout_other,,"went to t6, then t7 and t4, went up then back to t6 and t7",registered
recovery,new_positions,2000,9,E3,0,,contact_no_grasp,,"Went up towards the table, then back and bumped the cube",registered
recovery,new_positions,2000,10,E4,0,,timeout_other,,went to t6,registered
recovery,new_positions,2000,11,E4,0,,timeout_other,,went to t6,registered
recovery,new_positions,2000,12,E4,0,,no_departure,,,registered
recovery,new_positions,2000,13,E5,0,,timeout_other,,went between t6 and t7,registered
recovery,new_positions,2000,14,E5,0,,timeout_other,,went to t6,registered
recovery,new_positions,2000,15,E5,0,,timeout_other,,went to t6,registered
recovery,reduced_lighting,2000,1,-,1,,success_after_missed_grasp,,,registered
recovery,reduced_lighting,2000,2,-,1,,success,,,registered
recovery,reduced_lighting,2000,3,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,4,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,5,-,1,,success_after_drop,Succeeded,,registered
recovery,reduced_lighting,2000,6,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,7,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,8,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,9,-,1,,success_after_drop,Succeeded,,registered
recovery,reduced_lighting,2000,10,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,11,-,0,,deliberate_drop,Failed,"Cube landed next to cup, the arm went back to the netural position after pushing the cube into the cup a little bit",registered
recovery,reduced_lighting,2000,12,-,0,,deliberate_drop,Failed,"Cube landed next to cup, the arm went back to the netural position after pushing the cube into the cup a little bit",registered
recovery,reduced_lighting,2000,13,-,0,,deliberate_drop,Failed,,registered
recovery,reduced_lighting,2000,14,-,1,,success_after_drop,Succeeded,"Placed cube in the cup at the last few seconds, ran out of time as it was returning, but it did place cup",registered
recovery,reduced_lighting,2000,15,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,1,-,0,,grasp_drop,,Missed the cup when dropping the cube,registered
recovery,different_object,2000,2,-,1,,success_after_drop,Succeeded,,registered
recovery,different_object,2000,3,-,1,,success,,,registered
recovery,different_object,2000,4,-,0,,grasp_drop,,"May be a deliberate drop but it didn't stop like it usually does, taking conservative approach and saying grasp drop",registered
recovery,different_object,2000,5,-,1,,success,,,registered
recovery,different_object,2000,6,-,1,,success,,,registered
recovery,different_object,2000,7,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,8,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,9,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,10,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,11,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,12,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,13,-,0,,deliberate_drop,Failed,,registered
recovery,different_object,2000,14,-,1,,success,,,registered
recovery,different_object,2000,15,-,0,,deliberate_drop,Failed,,registered
recovery,distractors,2000,1,-,1,,success,,,registered
recovery,distractors,2000,2,-,1,,success,,,registered
recovery,distractors,2000,3,-,1,,success,,,registered
recovery,distractors,2000,4,-,1,,success,,arm kept moving after placing the cup,registered
recovery,distractors,2000,5,-,1,,success,,arm kept moving after placing the cup,registered
recovery,distractors,2000,6,-,0,,contact_no_grasp,,claw pushed cube as it tried to close,registered
recovery,distractors,2000,7,-,1,,success,,,registered
recovery,distractors,2000,8,-,0,,deliberate_drop,Failed,,registered
recovery,distractors,2000,9,-,1,,success,,,registered
recovery,distractors,2000,10,-,1,,success,,,registered
recovery,distractors,2000,11,-,1,,success,,arm kept moving after placing the cup,registered
recovery,distractors,2000,12,-,1,,success,,,registered
recovery,distractors,2000,13,-,1,,success,,,registered
recovery,distractors,2000,14,-,1,,success,,,registered
recovery,distractors,2000,15,-,0,,deliberate_drop,Succeeded,"Dropped the cube on purpose, picked it up, held over cup, then pulled back and dropped, then failed to pick up",registered
color,in_distribution,2000,1,-,0,,timeout_other,,"Failed a few times, eventually picked up cube and brought it over the cup but ran out of time before releasing",registered
color,in_distribution,2000,2,-,1,,success,,,registered
color,in_distribution,2000,3,-,1,,success,,,registered
color,in_distribution,2000,4,-,1,,success,,,registered
color,in_distribution,2000,5,-,1,,success,,,registered
color,in_distribution,2000,6,-,0,,contact_no_grasp,,while trying to grasp squeezed cube and it landed towards edeg ,registered
color,in_distribution,2000,7,-,1,,success,,,registered
color,in_distribution,2000,8,-,1,,success,,,registered
color,in_distribution,2000,9,-,0,,contact_no_grasp,,,registered
color,in_distribution,2000,10,-,1,,success,,,registered
color,in_distribution,2000,11,-,1,,success,,,registered
color,in_distribution,2000,12,-,1,,success,,,registered
color,in_distribution,2000,13,-,1,,success,,,registered
color,in_distribution,2000,14,-,1,,success,,,registered
color,in_distribution,2000,15,-,1,,success,,,registered
color,new_positions,2000,1,E1,0,,timeout_other,,went to t6,registered
color,new_positions,2000,2,E1,0,,timeout_other,,went to t6,registered
color,new_positions,2000,3,E1,0,,timeout_other,,went to t6,registered
color,new_positions,2000,4,E2,0,,timeout_other,,went to t6,registered
color,new_positions,2000,5,E2,0,,timeout_other,,went to t6,registered
color,new_positions,2000,6,E2,0,,timeout_other,,went to t6,registered
color,new_positions,2000,7,E3,0,,timeout_other,,went to t6,registered
color,new_positions,2000,8,E3,0,,timeout_other,,went to t6,registered
color,new_positions,2000,9,E3,0,,timeout_other,,went to t6,registered
color,new_positions,2000,10,E4,0,,timeout_other,,went to t6,registered
color,new_positions,2000,11,E4,0,,timeout_other,,went to t6,registered
color,new_positions,2000,12,E4,0,,timeout_other,,went to t6,registered
color,new_positions,2000,13,E5,0,,timeout_other,,went to t6,registered
color,new_positions,2000,14,E5,0,,timeout_other,,went to t6,registered
color,new_positions,2000,15,E5,0,,timeout_other,,went to t6,registered
color,reduced_lighting,2000,1,-,0,,contact_no_grasp,,"On grasp attempt, squeezed cube and pushed it up the cube or firmly have it, didn't lift up so not counting as grasp drop",registered
color,reduced_lighting,2000,2,-,1,,success,,,registered
color,reduced_lighting,2000,3,-,1,,success,,,registered
color,reduced_lighting,2000,4,-,1,,success,,,registered
color,reduced_lighting,2000,5,-,1,,success,,,registered
color,reduced_lighting,2000,6,-,1,,success,,,registered
color,reduced_lighting,2000,7,-,1,,success,,,registered
color,reduced_lighting,2000,8,-,1,,success,,,registered
color,reduced_lighting,2000,9,-,1,,success,,,registered
color,reduced_lighting,2000,10,-,1,,success,,"Pushed cup an inch to the left but everything stayed upright, counting as a success",registered
color,reduced_lighting,2000,11,-,1,,success,,,registered
color,reduced_lighting,2000,12,-,1,,success,,,registered
color,reduced_lighting,2000,13,-,1,,success,,,registered
color,reduced_lighting,2000,14,-,1,,success,,,registered
color,reduced_lighting,2000,15,-,1,,success,,,registered
color,different_object,2000,1,-,1,,success,,,registered
color,different_object,2000,2,-,1,,success,,,registered
color,different_object,2000,3,-,1,,success,,,registered
color,different_object,2000,4,-,1,,success,,,registered
color,different_object,2000,5,-,1,,success,,,registered
color,different_object,2000,6,-,1,,success,,,registered
color,different_object,2000,7,-,1,,success,,,registered
color,different_object,2000,8,-,1,,success,,,registered
color,different_object,2000,9,-,1,,success,,,registered
color,different_object,2000,10,-,1,,success,,,registered
color,different_object,2000,11,-,1,,success,,,registered
color,different_object,2000,12,-,1,,success,,,registered
color,different_object,2000,13,-,1,,success,,,registered
color,different_object,2000,14,-,1,,success,,,registered
color,different_object,2000,15,-,1,,success,,,registered
color,distractors,2000,1,-,1,,success,,,registered
color,distractors,2000,2,-,1,,success,,,registered
color,distractors,2000,3,-,1,,success,,,registered
color,distractors,2000,4,-,1,,success,,,registered
color,distractors,2000,5,-,1,,success,,,registered
color,distractors,2000,6,-,1,,success,,,registered
color,distractors,2000,7,-,1,,success,,,registered
color,distractors,2000,8,-,1,,success,,,registered
color,distractors,2000,9,-,1,,success,,,registered
color,distractors,2000,10,-,1,,success,,,registered
color,distractors,2000,11,-,1,,success,,,registered
color,distractors,2000,12,-,1,,success,,,registered
color,distractors,2000,13,-,1,,success,,,registered
color,distractors,2000,14,-,1,,success,,,registered
color,distractors,2000,15,-,1,,success,,,registered
color-slowpace,in_distribution,1000,1,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,2,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,3,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,4,-,0,,no_departure,,,exploratory
color-slowpace,in_distribution,1000,5,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,6,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,7,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,8,-,0,,contact_no_grasp,,bumped cube,exploratory
color-slowpace,in_distribution,1000,9,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,10,-,0,,timeout_other,,"took ~30 seconds to move, didn't have time to pick up cube",exploratory
color-slowpace,in_distribution,1000,11,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,12,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,13,-,0,,no_departure,,,exploratory
color-slowpace,in_distribution,1000,14,-,1,,success,,,exploratory
color-slowpace,in_distribution,1000,15,-,0,,timeout_other,,"grabbed cube but took to long to start, didn't have time to put it in the cup",exploratory
color-slowpace,different_object,1000,1,-,1,,success,,,exploratory
color-slowpace,different_object,1000,2,-,1,,success,,,exploratory
color-slowpace,different_object,1000,3,-,1,,success,,,exploratory
color-slowpace,different_object,1000,4,-,1,,success,,barely made it in time,exploratory
color-slowpace,different_object,1000,5,-,1,,success,,,exploratory
color-slowpace,different_object,1000,6,-,1,,success,,,exploratory
color-slowpace,different_object,1000,7,-,1,,success,,,exploratory
color-slowpace,different_object,1000,8,-,0,,timeout_other,,"Took too long to start, had picked up cube but didn't make it to cup",exploratory
color-slowpace,different_object,1000,9,-,1,,success,,,exploratory
color-slowpace,different_object,1000,10,-,1,,success,,,exploratory
color-slowpace,different_object,1000,11,-,1,,success,,,exploratory
color-slowpace,different_object,1000,12,-,1,,success,,,exploratory
color-slowpace,different_object,1000,13,-,1,,success,,,exploratory
color-slowpace,different_object,1000,14,-,1,,success,,,exploratory
color-slowpace,different_object,1000,15,-,1,,success,,,exploratory
clean,near_1in,1000,1,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,2,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,3,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,4,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,5,-,0,,timeout_other,,"took  40 seconds to move, ran out of time before getting to cube",exploratory
clean,near_1in,1000,6,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,1000,7,-,0,,no_departure,,,exploratory
clean,near_1in,1000,8,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,1,-,1,,success,,,exploratory
clean,near_1in,2000,2,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,3,-,1,,success,,,exploratory
clean,near_1in,2000,4,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,5,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,6,-,1,,success,,,exploratory
clean,near_1in,2000,7,-,0,,contact_no_grasp,,,exploratory
clean,near_1in,2000,8,-,0,,contact_no_grasp,,,exploratory
clean,near_2in,1000,1,-,0,,no_departure,,,exploratory
clean,near_2in,1000,2,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,3,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,4,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,5,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,6,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,7,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,1000,8,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,1,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,2,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,3,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,4,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,5,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,6,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,7,-,0,,timeout_other,,went to t6,exploratory
clean,near_2in,2000,8,-,0,,contact_no_grasp,,"went to t6, bumped cube at last second",exploratory
density,in_distribution,1000,1,-,1,,success,,,exploratory
density,in_distribution,1000,2,-,1,,success,,,exploratory
density,in_distribution,1000,3,-,1,,success,,,exploratory
density,in_distribution,1000,4,-,1,,success,,,exploratory
density,in_distribution,1000,5,-,1,,success,,,exploratory
density,in_distribution,1000,6,-,1,,success,,,exploratory
density,in_distribution,1000,7,-,1,,success,,,exploratory
density,in_distribution,1000,8,-,1,,success,,,exploratory
density,in_distribution,1000,9,-,1,,success,,,exploratory
density,in_distribution,1000,10,-,1,,success,,,exploratory
density,in_distribution,1000,11,-,1,,success,,,exploratory
density,in_distribution,1000,12,-,1,,success,,,exploratory
density,in_distribution,1000,13,-,1,,success,,,exploratory
density,in_distribution,1000,14,-,1,,success,,,exploratory
density,in_distribution,1000,15,-,1,,success,,,exploratory
density,trained_t2,1000,1,-,1,,success,,,exploratory
density,trained_t2,1000,2,-,1,,success,,,exploratory
density,trained_t2,1000,3,-,1,,success,,,exploratory
density,trained_t2,1000,4,-,1,,success,,,exploratory
density,trained_t2,1000,5,-,1,,success,,,exploratory
density,trained_t2,1000,6,-,1,,success,,,exploratory
density,trained_t2,1000,7,-,1,,success,,,exploratory
density,trained_t2,1000,8,-,1,,success,,,exploratory
density,trained_t2,1000,9,-,1,,success,,,exploratory
density,trained_t2,1000,10,-,1,,success,,,exploratory
density,trained_t2,1000,11,-,1,,success,,,exploratory
density,trained_t2,1000,12,-,1,,success,,,exploratory
density,trained_t2,1000,13,-,1,,success,,,exploratory
density,trained_t2,1000,14,-,1,,success,,,exploratory
density,trained_t2,1000,15,-,1,,success,,,exploratory
density,new_positions,1000,1,E1,0,,timeout_other,,,exploratory
density,new_positions,1000,2,E1,0,,timeout_other,,,exploratory
density,new_positions,1000,3,E1,0,,timeout_other,,,exploratory
density,new_positions,1000,4,E2,0,,timeout_other,,,exploratory
density,new_positions,1000,5,E2,0,,timeout_other,,,exploratory
density,new_positions,1000,6,E2,0,,timeout_other,,,exploratory
density,new_positions,1000,7,E3,0,,timeout_other,,,exploratory
density,new_positions,1000,8,E3,0,,timeout_other,,,exploratory
density,new_positions,1000,9,E3,0,,timeout_other,,,exploratory
density,new_positions,1000,10,E4,0,,timeout_other,,,exploratory
density,new_positions,1000,11,E4,0,,timeout_other,,,exploratory
density,new_positions,1000,12,E4,0,,timeout_other,,,exploratory
density,new_positions,1000,13,E5,0,,timeout_other,,,exploratory
density,new_positions,1000,14,E5,0,,timeout_other,,,exploratory
density,new_positions,1000,15,E5,0,,timeout_other,,,exploratory
